epoch,accuracy,f1_score_metric,learning_rate,loss,val_accuracy,val_f1_score_metric,val_loss
0,0.5454545617103577,0.2857142388820648,0.0010000000474974513,0.9604480862617493,0.2542372941970825,0.4054053723812103,0.7264646291732788
1,0.5625,0.363636314868927,0.0010000000474974513,1.054273009300232,0.2542372941970825,0.4054053723812103,0.7466369867324829
2,0.5090909004211426,0.28947362303733826,0.0010000000474974513,0.8795645236968994,0.2542372941970825,0.4054053723812103,0.7445024251937866
3,0.625,0.3999999463558197,0.0010000000474974513,0.7439655065536499,0.2542372941970825,0.4054053723812103,0.7437400817871094
4,0.48636364936828613,0.24161072075366974,0.0005000000237487257,0.859271228313446,0.2542372941970825,0.4054053723812103,0.7954437732696533
5,0.5,0.333333283662796,0.0005000000237487257,1.1973154544830322,0.2542372941970825,0.4054053723812103,0.7921293377876282
6,0.5681818127632141,0.3165467083454132,0.0005000000237487257,0.9273956418037415,0.2542372941970825,0.4054053723812103,0.778914749622345
7,0.5,0.4285714030265808,0.0002500000118743628,0.6302968263626099,0.2542372941970825,0.4054053723812103,0.780260443687439
0,0.6136363744735718,0.3089430332183838,9.999999747378752e-06,0.8308593034744263,0.2542372941970825,0.4054053723812103,0.7006692290306091
1,0.5,0.4999999701976776,9.999999747378752e-06,0.5634381771087646,0.2542372941970825,0.4054053723812103,0.6995148658752441
2,0.48181816935539246,0.2399999499320984,9.999999747378752e-06,0.9788674712181091,0.7457627058029175,0.0,0.6882924437522888
3,0.625,0.3999999463558197,9.999999747378752e-06,0.7997919917106628,0.7457627058029175,0.0,0.6877015829086304
4,0.5727272629737854,0.34722214937210083,9.999999747378752e-06,0.8300615549087524,0.7457627058029175,0.0,0.6751927733421326
5,0.375,0.2857142388820648,9.999999747378752e-06,1.2028862237930298,0.7457627058029175,0.0,0.6742475628852844
6,0.5727272629737854,0.30882349610328674,9.999999747378752e-06,0.8296709656715393,0.7457627058029175,0.0,0.6630392670631409
7,0.5,0.19999995827674866,9.999999747378752e-06,0.7750625610351562,0.7457627058029175,0.0,0.6625992655754089
8,0.5636363625526428,0.34246569871902466,9.999999747378752e-06,0.8586861491203308,0.7457627058029175,0.0,0.6555637717247009
9,0.6875,0.0,9.999999747378752e-06,0.5689693093299866,0.7457627058029175,0.0,0.655367910861969
10,0.581818163394928,0.333333283662796,9.999999747378752e-06,0.7521664500236511,0.7457627058029175,0.0,0.6510661244392395
11,0.5,0.19999995827674866,9.999999747378752e-06,1.0405892133712769,0.7457627058029175,0.0,0.6512792706489563
12,0.5227272510528564,0.3046357035636902,9.999999747378752e-06,0.8970853686332703,0.7457627058029175,0.0,0.6506585478782654
13,0.5625,0.22222217917442322,9.999999747378752e-06,0.6217116117477417,0.7457627058029175,0.0,0.6503278017044067
14,0.5727272629737854,0.3285713791847229,9.999999747378752e-06,0.749738872051239,0.7457627058029175,0.0,0.6442995667457581
