epoch,accuracy,f1_score_metric,learning_rate,loss,val_accuracy,val_f1_score_metric,val_loss
0,0.6075268983840942,0.23157890141010284,0.0010000000474974513,0.9803577661514282,0.8235294222831726,0.0,0.5141347646713257
1,0.3125,0.26666662096977234,0.0010000000474974513,1.9781155586242676,0.8235294222831726,0.0,0.5494874715805054
2,0.4838709533214569,0.17241376638412476,0.0010000000474974513,0.9960241913795471,0.1764705926179886,0.2999999523162842,0.8080282807350159
3,0.75,0.6666666269302368,0.0010000000474974513,1.4942259788513184,0.1764705926179886,0.2999999523162842,0.7904804944992065
4,0.4784946143627167,0.2706766426563263,0.0005000000237487257,0.8799187541007996,0.1764705926179886,0.2999999523162842,0.7348402142524719
5,0.375,0.16666662693023682,0.0005000000237487257,0.6534781455993652,0.1764705926179886,0.2999999523162842,0.716940701007843
6,0.5322580933570862,0.2018348127603531,0.0005000000237487257,1.0372921228408813,0.8235294222831726,0.0,0.6586061120033264
7,0.5625,0.363636314868927,0.0002500000118743628,1.4387120008468628,0.8235294222831726,0.0,0.6655014753341675
0,0.5967742204666138,0.2857142388820648,9.999999747378752e-06,0.8721161484718323,0.8235294222831726,0.0,0.49712228775024414
1,0.75,0.0,9.999999747378752e-06,0.4092206358909607,0.8235294222831726,0.0,0.4956267774105072
2,0.5376344323158264,0.25862064957618713,9.999999747378752e-06,1.0959044694900513,0.8235294222831726,0.0,0.4826398491859436
3,0.75,0.0,9.999999747378752e-06,0.5172296166419983,0.8235294222831726,0.0,0.4820636212825775
4,0.5913978219032288,0.2830188274383545,9.999999747378752e-06,0.7162376046180725,0.8235294222831726,0.0,0.4743872284889221
5,0.75,0.6666666269302368,9.999999747378752e-06,0.9062433838844299,0.8235294222831726,0.0,0.4738641679286957
6,0.6075268983840942,0.29126209020614624,9.999999747378752e-06,0.9229073524475098,0.8235294222831726,0.0,0.4700244069099426
7,0.5,0.0,9.999999747378752e-06,0.6929851770401001,0.8235294222831726,0.0,0.46969687938690186
8,0.5268816947937012,0.22807013988494873,9.999999747378752e-06,0.9840647578239441,0.8235294222831726,0.0,0.46721822023391724
9,0.25,0.1428571194410324,9.999999747378752e-06,1.4767768383026123,0.8235294222831726,0.0,0.4671046733856201
10,0.6290322542190552,0.27368414402008057,9.999999747378752e-06,0.777863621711731,0.8235294222831726,0.0,0.46606770157814026
11,0.5625,0.0,9.999999747378752e-06,0.6041261553764343,0.8235294222831726,0.0,0.46598801016807556
12,0.5053763389587402,0.25806447863578796,9.999999747378752e-06,0.8559792041778564,0.8235294222831726,0.0,0.46589910984039307
13,0.6875,0.28571420907974243,9.999999747378752e-06,2.5071306228637695,0.8235294222831726,0.0,0.4658840298652649
14,0.5967742204666138,0.2574256956577301,9.999999747378752e-06,0.8896482586860657,0.8235294222831726,0.0,0.46615517139434814
